biomarkers,E-GSM1031158,E-GSM1031159,E-GSM1031160,E-GSM1031161,E-GSM1031162,E-GSM1031167,IPS-GSM1031146,IPS-GSM1031147,IPS-GSM1031148,IPS-GSM1031176,IPS-GSM1031177
cg04871004,0,0.000793911,0.008379679,0.007664984,0.0013678,0,0.005004798,0.002466545,0.001413239,0.000677733,0.00061277
cg04872051,0.6977286,0.04753721,0.6348465,0.01941446,0.01086116,0.6276785,0.5095977,0.5645236,0.5172744,0.5896319,0.5658686
cg04872689,0.8632947,0.8026569,0.8128853,0.8592913,0.9156009,0.8272014,0.8436095,0.8726956,0.8420649,0.7844112,0.8038306
cg04875162,0.000419516,0.05022005,0.05595633,0.5511955,0.01529701,0.05919017,0.01403566,0.02642746,0.01659757,0.4380257,0
cg04875709,0,0.01904583,0.007268787,0.01006244,0.008430664,0.005423038,0.007667874,0.007093706,0.009158903,0.005707146,0.006778506
cg04876451,0,0.01062779,0.01173352,0.01815808,0.000261463,0,0,0,0,0,0
cg04878152,0.02042265,0.04660926,0.04833016,0.0758192,0.0457565,0.04210396,0.08138546,0.1376753,0.08655517,0.03643122,0.03043742
cg04878727,0,0.1055137,0.01071765,0,0.007814244,0,0,0.01462083,0.01692741,0.001859811,0
cg04878842,0,0,0.000434735,0.01255023,0,0.02392165,0,0,0,0,0
cg04879235,0.7783229,0.6794595,0.7780663,0.8151885,0.8224635,0.7645928,0.7993506,0.8240809,0.7878421,0.712503,0.7380892
cg04879696,0.01089194,0.02763714,0.003611043,0.02385289,0.02290612,0.01586747,0.01875092,0.02014803,0.01718494,0.02042402,0.01206076
cg04880063,0.05364622,0.07357191,0.08893417,0.0713691,0.01189314,0.0534886,0.08855885,0.1950595,0.1111844,0.0181043,0.02540221
cg04880762,0,0.002807782,0,0.01677055,0,0,0.003057764,0.00830855,0.004408129,0.00182784,0
cg04881903,0.4789681,0.692533,0.5909747,0.727826,0.2746806,0.6414587,0.6869287,0.7118441,0.6244851,0.5508284,0.5551513
cg04882759,0.9163478,0.9567066,0.9271646,0.9197038,0.9660185,0.9387599,0.9400982,0.9521507,0.9449236,0.8507651,0.884213
cg04882894,0.373531,0.04073146,0.4156517,0.04084641,0.0165505,0.4191469,0.4048411,0.3888832,0.3943917,0.0376274,0.037203
cg04883450,0.03160357,0.03752027,0.03344218,0.04632582,0.04921076,0.04841896,0.05703433,0.04812409,0.05706616,0.04294509,0.04309174
cg04884122,0.002337714,0.03502195,0,0.01245436,0.01329539,0,0.001574387,0.007923555,0.007943388,0,0.001940423
cg04884732,0.0506312,0.03823426,0.05787856,0.08208662,0.006735833,0,0.01657296,0.0128004,0.01852508,0.02988072,0.01429046
cg04884908,0.02144877,0.04453807,0.04741057,0.0412795,0.03809413,0.03561587,0.06091338,0.05715936,0.04908752,0.08390249,0.06906383
cg04886198,0,0.1885957,0,0,0,0,0,0,0.002210253,0,0
cg04887278,0,0.04221495,0.0287337,0.04157833,0.02437627,0.02583015,0.03421245,0.03552649,0.04128085,0.03057179,0.02882792
cg04891836,0.7268504,0.8283259,0.7453902,0.8082575,0.8546457,0.7383154,0.7910511,0.7752545,0.7758547,0.7623779,0.7841542
cg04893087,0.07698254,0.2033696,0.1230213,0.08384918,0.1344513,0.05221519,0.03075256,0.03962587,0.03456313,0.03403956,0
cg04893119,0.7637815,0.564274,0.6236619,0.6996076,0.7873439,0.6785023,0.7606903,0.5332252,0.805413,0.7079314,0.6880179
cg04894993,0,0.01099454,0,0,0.02685406,0,0,0.001974771,0,0,0
cg04897683,0.05210926,0.02412208,0.04890843,0.08598689,0.03392833,0.03214047,0.04288026,0.04814965,0.05105143,0.06498557,0.03439933
cg04898443,0.00204988,0.02349909,0.03497307,0.02428698,0.04093017,0.005334504,0.02295392,0.02504389,0.02539103,0.01999646,0.01552308
cg04898512,0.8690662,0.8408569,0.791719,0.8308949,0.8427767,0.8222626,0.8194502,0.8253145,0.8008188,0.7377796,0.7772742
cg04898797,0.1017288,0.1141523,0.1582962,0.1304651,0.2098797,0.1987356,0.2290232,0.2671655,0.2317261,0.1111645,0.122307
cg04900486,0.0598107,0.1725405,0.1410828,0.1379172,0.04400932,0.1470087,0.1364267,0.1274247,0.1612066,0.1169111,0.08916923
cg04901273,0.7830307,0.7899783,0.77981,0.8233145,0.7558408,0.814871,0.7520546,0.7042118,0.7745448,0.6979612,0.7218222
cg04902405,0.5290172,0.6132376,0.7139158,0.5881704,0.7879229,0.7260749,0.8490062,0.8971529,0.8722466,0.6842225,0.65435
cg04905829,0.009717138,0.04030876,0.06077447,0.02620159,0.02694475,0,0.006484298,0.02829512,0.01740008,0.008966953,0.001595212
cg04906538,0.1563594,0.6243221,0.4668878,0.2868012,0.7289773,0.3317252,0.6860862,0.7344947,0.7182442,0.5036898,0.6674771
cg04907257,0.03080591,0.02712503,0.02141411,0.03723073,0.04376671,0.008434805,0.04729,0.0767541,0.03474836,0.03117904,0.0216582
cg04907664,0.4870961,0.02985171,0.493833,0,0.01030854,0.4996697,0.4439813,0.4648516,0.4486852,0.02032501,0
cg04910299,0.0321416,0.01051379,0.01711962,0.026962,0.009274367,0.01272984,0.05248947,0.05311037,0.04097214,0.06867926,0.05846287
cg04912050,0.1493676,0.0989821,0.1127586,0.06129429,0.0485131,0.1046234,0.08533518,0.08831736,0.09369454,0.1042522,0.06799306
cg04912278,0.02087895,0,0,0.01240229,0,0,0,0,0,0,0
cg04914105,0.02806774,0.003462514,0.02400174,0.03247003,0.0522269,0.02926649,0.02512669,0.03522759,0.03272539,0.02859598,0.02006965
cg04914305,0.01690626,0.03111043,0.02645254,0.03906549,0.02304653,0.0227227,0.03245473,0.04253361,0.03104316,0.03412708,0.03499562
cg04915182,0.05329259,0.09821556,0.1092538,0.1243213,0.07203281,0.08054996,0.1585922,0.1264842,0.1449889,0.1290751,0.1273919
cg04915566,0.6392381,0.5206543,0.7357076,0.7810091,0.8339633,0.7271898,0.7057051,0.7520525,0.780739,0.5103791,0.4454416
cg04916200,0.005935004,0.005131606,0,0.001552743,0,0.008520109,0,0,0.002359996,0,0
cg04916311,0.001635166,0.03643054,0.01402017,0.01324612,0.01214383,0,0.01525392,0.004969078,0.007338634,0.003978403,0
cg04916911,0,0.1342267,0.1237234,0.1422079,0.02735756,0.07140614,0.1120659,0.1050443,0.1551458,0.05296744,0
cg04916980,0.2224811,0.5890622,0.7985795,0.5188208,0.6621293,0.5887725,0.6944802,0.7870417,0.7361541,0.6323704,0.6047812
cg04920616,0.7930675,0.5861716,0.7520494,0.8255052,0.8557553,0.8263732,0.9160094,0.9232215,0.9164248,0.8376177,0.8557617
cg04920951,0,0.007723187,0,0,0,0,0.001502268,0.007880517,0.002354392,0.01584291,0
cg04922020,0.1898014,0.06853434,0.3248122,0.1866162,0.0549248,0.2265224,0.2525988,0.2568352,0.2452112,0.1594625,0.2783636
cg04922810,0.01301863,0.05897078,0.04397991,0.0708648,0.03181738,0.03306616,0.06344216,0.05042856,0.05681687,0.05736214,0.04249727
cg04922833,0.03525127,0.04464174,0.04813127,0.04243965,0.0438683,0.05930337,0.04033738,0.04239513,0.04670187,0.05686747,0.04117694
cg04924696,0.5131571,0,0.3833997,0.01641098,0.009408073,0.383846,0.3085573,0.5166854,0.349808,0.01626547,0.01066416
cg04925864,0.05278445,0.01840636,0.03693192,0.0240866,0.01304952,0.01864087,0.03814801,0.02792623,0.0252895,0.009312048,0.01940842
cg04926244,0.775297,0.8289174,0.8532025,0.8474143,0.9178893,0.8322373,0.8917923,0.9158028,0.9037882,0.8511055,0.8804978
cg04927982,0.3877567,0,0.4016498,0.03255852,0.00217171,0.4672588,0.03698793,0.02495569,0.03844495,0.001099918,0
cg04929736,0,0.01985138,0.03524871,0.02794104,0.0361772,0.004746404,0.01102207,0.01504785,0.01996002,0.02200299,0.008402034
cg04929865,0.5558268,0.5228768,0.6517353,0.5907869,0.3107695,0.6675376,0.6523682,0.6131458,0.6313122,0.5241849,0.5538386
cg04936062,0.02220261,0.01149799,0,0.01146221,0.01135671,0.01380877,0,0,0,0,0
cg04936930,0.1626659,0.07237817,0.04696644,0.04762493,0.08356857,0.03796422,0.1916685,0.1672659,0.2022876,0.02668199,0.02953896
cg04940435,0.7988707,0.6179549,0.6339119,0.6442516,0.741592,0.6688641,0.6717537,0.5205573,0.665476,0.4631269,0.5318598
cg04940515,0,0.025871,0,0,0.01229814,0,0,0,0,0,0
cg04941721,0.04320182,0.05643441,0.03114119,0.05651197,0.04557994,0.0360839,0.04263561,0.03639846,0.03762378,0.03837959,0.03921393
cg04943986,0.01099861,0.01319578,0.01419659,0.02404543,0.01231628,0.000432215,0.01187334,0.01459411,0.01943308,0.01466052,0.01211093
cg04944936,0.5417623,0.02088982,0.6725343,0.0261218,0.03712858,0.6422468,0.5444387,0.3361173,0.5306039,0.5245706,0.5371448
cg04945541,0.00673605,0.02224003,0.02605016,0.04686366,0.03474599,0.01323311,0.01915249,0.04600045,0.02568022,0.02535642,0.02042927
cg04946535,0.004946883,0.01417226,0.008420604,0.01907261,0.02033511,0.01787821,0.01292517,0.01769194,0.01632297,0.009393184,0.0155046
cg04946916,0.9455276,0.9134125,0.92952,0.9360797,0.9591531,0.9440948,0.9062805,0.9184221,0.9126702,0.794699,0.7851539
cg04947157,0.4072463,0.2871331,0.3295208,0.2274238,0.1232605,0.3294605,0.3317802,0.4130423,0.2998551,0.2034958,0.1244293
cg04947578,0.03200056,0.05258792,0.03758836,0.05818949,0.03561427,0.04205437,0.04130833,0.03556645,0.04665431,0.04378279,0.03347351
cg04947838,0,0.2121794,0,0,0.02068314,0,0.005880417,0.003705912,0.004803749,0,0
cg04949741,0.09496264,0.1063698,0.05617813,0.2303718,0,0.08305662,0.05880734,0.04510449,0.06567386,0.02124015,0
cg04950711,0.9555333,0.8977266,0.9500549,0.9726903,0.9112526,0.9570121,0.9651532,0.9608092,0.9613106,0.9374714,0.9447348
cg04950789,0.007460545,0,0.01610196,0.0295613,0,0.008964387,0.01461448,0.01242841,0.01849707,0.007755416,0.0109479
cg04951204,0.02218958,0.03255837,0.03241256,0.06454796,0.03833498,0.03935008,0.03299576,0.03646404,0.03432716,0.0280528,0.03218644
cg04953015,0.5858313,0.7696868,0.8003923,0.835639,0.6841986,0.7713096,0.78759,0.6861128,0.7925783,0.7195678,0.6896327
cg04956382,0.4243169,0.6296601,0.6275048,0.6312702,0.6239644,0.7499562,0.7440386,0.5559052,0.7811845,0.6316544,0.6237131
cg04956511,0,0.01893275,0.02039229,0.04025177,0.002544977,0.02031645,0.07008313,0.305681,0.06373511,0.01249301,0.004497587
cg04956790,0.003587864,0.1258128,0.09742489,0.1198182,0.05647603,0.06372128,0.04830979,0.05323562,0.05032726,0.05324723,0.05977452
cg04958389,0.8624789,0.7994514,0.8078477,0.857714,0.854161,0.781778,0.8016956,0.7996694,0.7858289,0.7261951,0.7629425
cg04958703,0.3437989,0.253472,0.4639991,0.5636635,0.3080653,0.5300709,0.6077635,0.4026019,0.6706357,0.566923,0.5094444
cg04959788,0,0.001772692,0.004903964,0,0.01347889,0,0,0.001467481,0.003466349,0.01516887,0
cg04959837,0.01285086,0.04016528,0.06904054,0.2351349,0.02401758,0.005771381,0.0363499,0.02747744,0.04459913,0.04281865,0
cg04960271,0.0153325,0.01537704,0.01223229,0.02434742,0.01672773,0.003487218,0.01131914,0.01920846,0.01643775,0.0139271,0.01618726
cg04960652,0,0.06991407,0,0.0271239,0,0.001462988,0,0,0,0,0
cg04960951,0,0,0.01318207,0.02218365,0,0,0,0.00618368,0.00436388,0,0
cg04961553,0,0.03531734,0.01879236,0.02137044,0.01621431,0,0.01179153,0.01548982,0.013036,0.003754687,0.01247138
cg04962134,0.7694491,0.7307963,0.7700304,0.7796302,0.7037272,0.7684485,0.6645672,0.5731002,0.667634,0.6014884,0.6219521
cg04963951,0.9385232,0.9129835,0.9125487,0.8947271,0.9441754,0.9072239,0.9417693,0.9625718,0.9510374,0.9216764,0.9288006
cg04964702,0.0173692,0.1405166,0,0.07619928,0.02520018,0,0,0,0,0,0
cg04967538,0.3784975,0,0.3967283,0.005531071,0.01108126,0.3958574,0.3714634,0.4391976,0.4028719,0.3343956,0.2236243
cg04968426,0.8677087,0.9004802,0.8782907,0.8833857,0.8999025,0.8952711,0.8662878,0.9084036,0.8931569,0.8524588,0.8623145
cg04968473,0.6143337,0.639143,0.6589842,0.6283046,0.7228836,0.5912563,0.700536,0.7081759,0.7031173,0.5791723,0.5806082
cg04969808,0.07916784,0.08689403,0.105826,0.1096832,0.06420517,0.06181367,0.0820386,0.07044014,0.09228694,0.09889523,0.08056437
cg04969878,0.6937213,0.7776542,0.8638343,0.8006049,0.824807,0.8298512,0.8630182,0.8044615,0.8653518,0.585034,0.7523319
cg04970117,0,0.02057203,0.000714272,0.02589292,0.002028269,0,0.01454495,0.02099016,0.02152811,0.02594341,0.04910356
cg04970352,0.01549789,0.0192543,0.03961154,0.04032271,0.03646822,0,0.03218517,0.4849106,0.03328717,0.03908549,0.01403345
cg04970994,0.8615313,0.8823552,0.8352135,0.8899564,0.9034709,0.8561658,0.8499153,0.8828713,0.8268725,0.8022405,0.8448269
cg04972545,0.005971019,0.0690392,0.006856468,0.04091104,0.01276941,0.02500688,0.01495631,0.01545449,0.01097515,0.0274969,0.02355022
cg04972979,0.681501,0.6771724,0.6672878,0.6410709,0.6861076,0.6324335,0.7060295,0.5896441,0.7359237,0.6071611,0.5860848
cg04975920,0.3045965,0.3465354,0.4176082,0.294653,0.3326405,0.3397694,0.308024,0.4244067,0.3378657,0.3984361,0.3049866
cg04979725,0.01110882,0,0.01313811,0.01486466,0,0,0.005414862,0.003490207,0.006246162,0.000425012,0
cg04979933,0.5287231,0.5616871,0.623932,0.672365,0.782098,0.6997663,0.820282,0.8330148,0.835825,0.7260232,0.6812478
cg04981414,0.009488195,0.0865403,0.06394973,0.05233177,0.01318354,0,0.0434463,0.02547822,0.03223114,0.04785095,0.03191368
cg04981492,0,0.0385703,0.02415793,0.04428837,0.01824162,0.01865987,0.05020425,0.05121439,0.06839484,0.02104418,0.01731165
cg04982748,0.05224498,0.06557167,0.05738033,0.07391392,0.06784382,0.05336834,0.05868161,0.05214563,0.05964401,0.06797911,0.05869426
cg04983977,0.833256,0.7694852,0.8139573,0.7717606,0.8242057,0.8258535,0.7725527,0.7892264,0.7409719,0.757201,0.78214
cg04984200,0,0.01823552,0.009396995,0.01043845,0.007225954,0.001560401,0.008400055,0.01438922,0.009377808,0.00849101,0.01193243
cg04984513,0,0.0965416,0.01773425,0.04681097,0.04456918,0.005981653,0.01237928,0.01875397,0.01869857,0.01382769,0
cg04985144,0.5924784,0.6964125,0.7091021,0.7650579,0.5108506,0.7227246,0.6384063,0.6090701,0.6739148,0.5857388,0.573591
cg04985146,0.005842662,0,0.01260204,0,0,0,0.001873378,0.01711842,0.005865674,0.007387267,0.05608201
cg04987894,0.5422056,0.3941255,0.5475411,0.5602348,0.8602343,0.5481605,0.4586652,0.4158633,0.4288026,0.8140405,0.8244274
cg04988423,0,0.008617639,0,0.0204453,0,0,0,0.002243701,0.002764058,0.0123497,0.000992313
cg04988978,0.7128145,0.7902846,0.8295889,0.7638291,0.8365331,0.7869813,0.8525249,0.5854611,0.8100581,0.7439357,0.7409237
cg04991214,0.8377926,0.7056534,0.7322996,0.7401119,0.655499,0.8255578,0.7663875,0.7839515,0.7354295,0.7597935,0.6845518
cg04991337,0.03437311,0.0350579,0.03771469,0.06283844,0.03372245,0.03169487,0.03202062,0.03468811,0.02281485,0.03902614,0.02654648
cg04992673,0.6758466,0.6467122,0.7439492,0.8320354,0.7824106,0.8212361,0.8361148,0.8755373,0.8241783,0.7501584,0.7605649
cg04993257,0.2723527,0.4166979,0.3791737,0.3944939,0.1745297,0.379281,0.4738605,0.4117903,0.4522285,0.3051365,0.2615705
cg04994456,0.890439,0.8733913,0.8909296,0.8987367,0.9271936,0.903024,0.8828943,0.8957064,0.8771092,0.8688033,0.8751947
cg04995095,0.5705349,0.5388216,0.6288362,0.6983786,0.3889096,0.6297705,0.7172255,0.6476936,0.7313222,0.6555098,0.655
cg04995717,0,0.2947536,0.5246139,0.528321,0.08834396,0.5267174,0.3607523,0.4061323,0.4855462,0.2305423,0.1910949
cg04996020,0.7246737,0.4212086,0.6415409,0.5437794,0.7639791,0.6257936,0.8072482,0.8554879,0.7837304,0.576238,0.5174055
cg04997967,0.08895078,0.1034558,0.1029896,0.1139758,0.126911,0.1007475,0.1249712,0.1171732,0.1216276,0.161428,0.1248238
cg04998282,0.009689485,0.01493697,0.01464891,0.02343055,0.01803274,0.008863584,0.01712061,0.02092951,0.01963656,0.01939972,0.02029227
cg04999036,0.1213853,0.2357159,0.1290382,0.2424078,0.07796148,0.1273046,0.3270159,0.3166013,0.3757832,0.05408042,0.08293834
cg04999691,0.2389213,0.447395,0.356473,0.3552164,0.2139888,0.3421533,0.5405257,0.4999425,0.4814198,0.6097428,0.4682918
cg05000446,0.5728128,0.4589944,0.5481236,0.7367677,0.4974428,0.48192,0.7684525,0.7547577,0.7252188,0.6193672,0.6224826
cg05001145,0.05935111,0.03646894,0.04255456,0.0383883,0,0.04210092,0.02104491,0.03205154,0.01393788,0.002821832,0.006167707
cg05004940,0,0,0.03212701,0,0.004490488,0,0.006566115,0.006100046,0.005336419,0,0.001464262
cg05008406,0.0105221,0,0,0.003702993,0.009626867,0,0.001158167,0.003506103,0.004027445,0,0.000214616
cg05009249,0.02857211,0.04907044,0.02889013,0.04134168,0,0.06739766,0.06400287,0.04614182,0.07497399,0.0698978,0.03804041
cg05010058,0.00010773,0.03326682,0.007443509,0.04715928,0.02005582,0,0.02320306,0.02770863,0.03036303,0.009816609,0.00201957
cg05010623,0.000312912,0.0141425,0.0166867,0.03371856,0.02598132,0.01624145,0.0251101,0.02641194,0.02777685,0.01049315,0.003968949
cg05010967,0.935515,0.07851627,0.447452,0.4188421,0.8734893,0.3843153,0.2343992,0.3621557,0.2463152,0.1291347,0.2334068
cg05011018,0.7190262,0.645274,0.7970343,0.7681242,0.8474803,0.7411987,0.7801006,0.8320025,0.8327199,0.7776319,0.7676418
cg05011232,0.02514041,0.04292304,0.03626197,0.03499539,0.04162177,0.02534801,0.03433296,0.04591816,0.0324691,0.04375882,0.04840557
cg05012785,0.4683747,0.03185165,0.06484187,0.05182372,0.05265092,0.05041333,0.04885262,0.05510572,0.05195398,0.05242677,0.05278839
cg05013695,0.0110533,0.025127,0.005084215,0.007826914,0.01066068,0.01379927,0.009366767,0.009920903,0.005485738,0.007785634,0.003795532
cg05016508,0.9659132,0.9480494,0.9714217,0.9592396,0.974937,0.9706158,0.9515219,0.9688381,0.9519083,0.9306302,0.9296405
cg05016953,0.01812269,0.02513179,0.01023443,0.02451678,0.0253632,0.01552855,0.02471344,0.02307584,0.03823749,0.02155468,0.02217095
cg05018361,0.03164247,0.04437124,0.02437872,0.06032954,0.01846181,0.02926236,0.03783955,0.03364947,0.02894815,0.05632934,0.06019214
cg05019001,0.6035948,0.06203259,0.5191786,0.07639562,0.0535517,0.5501452,0.5242751,0.6000515,0.4951344,0.5299267,0.4595548
cg05019152,0,0.02261909,0,0,0,0.000557809,0.002183661,0.003789768,0.005175522,0,0
cg05019661,0,0.004987357,0,0.0167805,0.009548295,0,0.006154449,0.006076179,0.00826255,0,0.00391457
cg05020203,0.7936785,0.7589883,0.7671778,0.7951111,0.8001191,0.7427427,0.7326228,0.7231346,0.7382573,0.6982566,0.7057979
cg05022306,0.03136249,0.1128026,0.0586807,0.1477137,0.03811051,0.08516371,0.1193443,0.1181718,0.1473713,0.1192111,0.04975103
cg05023116,0.8997494,0.7509691,0.8375875,0.9159419,0.8354934,0.8978862,0.9173101,0.9523657,0.9562057,0.9197555,0.911655
cg05023540,0.7678394,0.7629455,0.7246034,0.802729,0.7717739,0.6920753,0.7135786,0.7446666,0.706787,0.6711159,0.6952521
cg05023691,0.4818334,0.5191425,0.3626052,0.5005402,0.6327306,0.451087,0.6724939,0.6309499,0.69802,0.4981435,0.4305831
cg05024638,0,0,0.000587863,0.02256451,0,0,0.003642185,0.005820714,0.007177842,0,0
cg05026033,0.02607776,0.1315258,0,0.03529882,0.04436684,0.04099837,0.03265314,0.03693222,0.03964614,0.004103102,0.02321343
cg05026186,0.2271284,0.3847391,0.4392833,0.4364628,0.1814546,0.4894332,0.4774887,0.4369428,0.5465631,0.3962955,0.4002682
cg05027081,0.0123154,0.04143175,0.01162008,0.0098819,0,0.006500804,0.0190711,0.01146521,0.008279853,0.01086645,0.005371304
cg05028306,0.061949,0.07991472,0.05110956,0.07463482,0.06417058,0.04865596,0.0546145,0.04907175,0.04238794,0.05747147,0.06321289
cg05028467,0.03563906,0,0.02377788,0.05509416,0.08540712,0.02165207,0.01098329,0.005410539,0.01488244,0,0.03328296
cg05029288,0.028019,0.03922821,0.02566239,0.0280747,0.04674975,0.01322738,0.01413244,0.01091753,0.01449875,0.01317329,0.01953201
cg05032550,0,0,0,0.008432603,0.008644858,0,0.01646748,0.01421489,0.01200462,0.01311012,0.006921046
cg05032943,0.02977116,0.1008893,0.03789393,0.07193659,0.04683597,0.0217171,0.04748958,0.03364402,0.06620748,0.04606134,0.01509939
cg05037688,0.7342126,0.7240909,0.7530227,0.7571905,0.8131934,0.7727341,0.8513604,0.863514,0.8169399,0.7846159,0.7901838
cg05038053,0.00923614,0.005889466,0.01018978,0.006317571,0.002958181,0.001931707,0.01121132,0.01064574,0.01275851,0.009579638,0.03029928
cg05038121,0.202681,0.1934477,0.1595664,0.1403944,0.1563484,0.1461268,0.1127099,0.1180504,0.1287017,0.1881778,0.1644731
cg05038209,0.01299907,0.04895179,0.01644575,0.02329405,0,0.02157175,0.007434024,0.005740874,0,0,0
cg05038977,0.04872382,0.04738487,0.05861789,0.06500426,0.05810582,0.05592721,0.06281859,0.06747212,0.06560943,0.07427788,0.05084002
cg05039054,0.5912195,0.5458363,0.4300428,0.5056648,0.4909481,0.5148684,0.6079441,0.3886184,0.5350046,0.5396127,0.4944612
cg05040360,0.5206384,0.3958828,0.6718045,0.6801475,0.888696,0.7732728,0.8409567,0.7882746,0.8624572,0.686522,0.6970981
cg05040429,0.002265911,0,0.03961416,0.08892809,0.01004566,0,0.007856118,0.005777352,0.0148088,0.01339014,0
cg05040447,0.006837322,0.007457514,0.007686443,0.01316463,0.000978349,0.01287726,0.01265745,0.01194809,0.01540012,0.02028166,0.007770787
cg05044994,0.7643493,0.6089249,0.6494933,0.7276263,0.7599455,0.7022082,0.7500629,0.767046,0.7829258,0.7022421,0.7562259
cg05045383,0,0,0.000107309,0.008905614,0.01237,0,0.001204197,0.005406459,0.000530168,0.002931038,0
cg05045528,0.04219304,0.2404955,0.08966915,0.1405105,0.01893328,0.05101432,0.1506052,0.1205991,0.192422,0.06658423,0.05649998
cg05045781,0,0,0.003660058,0.0301494,0.01182686,0,0.01536287,0.0266098,0.02586695,0.01142239,0.001713855
cg05046097,0.7096841,0.7337947,0.6952661,0.7881188,0.5511469,0.6882195,0.7790742,0.7767525,0.7488793,0.7172241,0.7155787
cg05047411,0.5387261,0.5727678,0.4639154,0.5998031,0.5315579,0.4831225,0.6196282,0.6616241,0.540254,0.4911789,0.5151588
cg05050341,0.7290449,0.6785803,0.6655256,0.6727684,0.7789856,0.7757915,0.7914522,0.8258738,0.8296639,0.7612972,0.7802046
cg05051316,0.005112653,0.01427258,0,0.004233187,0.006289087,0.001662694,0.01737563,0.02074615,0.01474869,0.01594302,0.01672767
cg05052633,0,0.005720094,0,0.03274212,0.04577319,0.002665661,0.08958901,0.06967217,0.07291584,0.02235872,0.01521037
cg05055150,0.6948727,0.7080045,0.7142918,0.6920257,0.7786354,0.6985714,0.7438246,0.7408658,0.7456164,0.7073598,0.7078769
cg05055720,0.009155519,0.01252851,0.01357053,0.02437968,0.01848585,0.01837757,0.03698346,0.02707389,0.02928842,0.03291805,0.02042674
cg05056120,0.007151493,0.01824987,0.04054047,0.04545189,0.05777866,0.03383098,0.03191303,0.04379316,0.04814199,0.03396101,0.026325
cg05057057,0.01883213,0.06868014,0.04942914,0.1072587,0.03381686,0.04502324,0.05137351,0.06304223,0.07863209,0.04655661,0.03051647
cg05058973,0.3809781,0.5326838,0.4832358,0.3919784,0.6227944,0.3336366,0.5982941,0.5599916,0.7446009,0.503104,0.4991941
cg05059825,0,0.01575877,0,0.01180615,0.01707179,0,0,0.001665212,0.005158736,0,0.001683722
cg05060602,0.01072615,0.03942807,0.02459423,0.000637488,0.04580454,0.01752942,0.02514938,0.02271182,0.01539276,0.0243396,0.01344574
cg05060662,0.0150633,0.02546341,0.003813931,0.04298039,0.00525495,0,0,0.001414668,0.003447642,0.001238377,0.001276183
cg05062178,0.01006986,0.03285868,0.01511421,0.04262387,0,0,0.01256979,0.01557389,0.01276918,0.01033414,0.02370516
cg05063104,0.4798163,0.2788371,0.869541,0.8296279,0.2481155,0.861581,0.3669516,0.3616216,0.3475448,0.1184379,0.2351595
cg05064181,0.748113,0.532184,0.6412296,0.6963527,0.8798522,0.7588775,0.751463,0.728503,0.7731432,0.5846298,0.6582081
cg05064352,0,0.0842465,0.05548739,0.02321715,0.01650739,0.00495338,0.005686186,0.006814489,0.01916225,0.0021283,0
cg05064673,0,0.07772946,0.0512816,0.1153145,0.01368185,0.07514456,0.0713882,0.0695374,0.1237997,0.03547969,0.03330924
cg05065037,0.02337429,0,0,0.01007643,0.008268848,0.03511096,0.01690202,0.01601402,0.01714904,0,0.01462201
cg05065690,0.01406501,0.02935162,0.04154421,0.03211139,0.04262954,0.03129961,0.05304012,0.04356319,0.0413102,0.03723783,0.03331074
cg05067286,0.3078668,0.3203697,0.9084458,0.9079335,0.151391,0.9052721,0.2696172,0.2724976,0.3334712,0.1238547,0.1359427
cg05067973,0.8780879,0.8575566,0.893583,0.9043272,0.9034472,0.9003997,0.880545,0.9001703,0.8938177,0.850423,0.8723461
cg05069385,0,0.01942305,0.01197193,0.01266393,0.02181214,0,0,0.006938001,0.002045192,0,0
cg05070690,0.9766677,0.8943881,0.9131349,0.9537642,0.9740298,0.9218794,0.9122474,0.9434592,0.9484023,0.8782052,0.9052088
cg05071677,0.5439824,0.6247694,0.6698093,0.7402462,0.5184834,0.6792285,0.712456,0.7222117,0.703345,0.6353362,0.6373621
cg05072008,0.8691818,0.6552666,0.7071212,0.7985757,0.8804461,0.6313667,0.8073725,0.8591435,0.8299078,0.6951072,0.734924
cg05072951,0,0.000749167,0,0,0.01043285,0,0.007816085,0.009622605,0.009663343,0.01078594,0.009072689
cg05073035,0.02027872,0,0,0.002262402,0.002845707,0,0,0,0.002875495,0.002329842,0
cg05073845,0.002851006,0.01555091,0.003106124,0,0.009733235,0.004409957,0.01394493,0.00886543,0.009543559,0.00657958,0.02832279
cg05076631,0.1235883,0.1871218,0.1805288,0.2486137,0.07127208,0.1695925,0.1862048,0.1328591,0.1677882,0.1358031,0.09131157
cg05078019,0.08719457,0.5746101,0.385755,0.5258712,0.1418393,0.3804084,0.5026649,0.4798482,0.5560041,0.5103312,0.3743375
cg05079045,0.00237549,0.02226107,0.007503433,0.0106056,0.01501344,0.01432411,0.02341798,0.0224045,0.0239092,0.0155485,0.01531945
cg05079794,0.06235236,0.1189561,0.07423778,0.1234231,0.05324556,0.09453718,0.1331407,0.1267814,0.1540347,0.07000811,0.061043
cg05086873,0.01828119,0.01231736,0,0.01146976,0.003541217,0,0.000361196,0.004400797,0.001401268,0.00390742,0
cg05086993,0,0.02521121,0.003580207,0.01626087,0.005186131,0.009574528,0.003538718,0.006709486,0.007488816,0,0
cg05087948,0.848393,0.4247785,0.7847943,0.5647978,0.8968606,0.7966897,0.3782717,0.2705442,0.3502024,0.6699123,0.7242986
