,biomarkers,EGSM1031158,EGSM1031159,EGSM1031160,EGSM1031161,EGSM1031162,EGSM1031167,IPS-GSM1031146,IPS-GSM1031147,IPS-GSM1031148,IPS-GSM1031176,IPS-GSM1031177
1617,cg01601573,0.5377329000000001,0.3599829,0.4002396,0.381678,0.5262905,0.4008926,0.3981211,0.4564206,0.39594759999999996,0.1571467,0.2472511
1618,cg01602416,0.06101918,0.05683126,0.05050872,0.0382241,0.03763995,0.04117133,0.07430686,0.06023865,0.06320499,0.06128628,0.05885107
1619,cg01602430,0.02641446,0.06891253,0.02909137,0.04372348,0.02734563,0.008080268,0.02450759,0.02379441,0.02205293,0.02304269,0.03457084
1620,cg01602596,0.8558687,0.8257793,0.7585121,0.7799729000000001,0.7661323,0.7916542,0.800949,0.7942196,0.786499,0.7194034,0.736051
1621,cg01603095,0.5189136999999999,0.33327790000000007,0.3933104,0.364579,0.2008896,0.43192600000000003,0.39914099999999997,0.5122952999999999,0.3633451,0.1321955,0.2712087
1622,cg01605517,0.4204452,0.7741389,0.7178345,0.7969515,0.9001868000000001,0.7693895000000001,0.7578909,0.8143876999999999,0.8187479,0.7551429000000001,0.8001639
1623,cg01605783,0.41667659999999995,0.7159436,0.6953794,0.7728475,0.2727699,0.7157937,0.7252378,0.7019586,0.7421260999999999,0.6666726,0.6179634
1624,cg01605984,0.5292937,0.4629107,0.6165206,0.44589529999999994,0.3787028,0.6528704000000001,0.5053559,0.48923590000000006,0.5549242,0.6661378000000001,0.5881894
1625,cg01606998,0.03070372,0.03990851,0.03694985,0.03945716,0.0368295,0.03439118,0.05207965,0.05244192,0.04732786,0.05058916,0.03981125
1626,cg01607495,0.46142040000000006,0.2799157,0.7803333,0.7198475000000001,0.5934699000000001,0.5304755999999999,0.7761958999999999,0.8044813,0.8246019,0.619147,0.714895
1627,cg01610240,0.05145159999999999,0.07223772,0.04358722,0.05563442,0.04100136,0.04040604,0.05925746,0.05467866,0.05321061,0.08444991,0.07533621
1628,cg01610488,0.004871182,0.005446347,0.006577529,0.01702956,0.002573994,0.004156519,0.001868927,0.0058574890000000004,0.005792937,0.00429117,0.0
1629,cg01611640,0.02485143,0.06178909,0.001611706,0.007961363,2.3199999999999998e-05,0.0,0.006117529,0.005420333,0.007665414000000001,0.0,0.0
1630,cg01612158,0.1836735,0.15547979999999997,0.368261,0.5714534000000001,0.4866113,0.298494,0.6035665,0.47853500000000004,0.5981462,0.5149590000000001,0.36588390000000004
1631,cg01614759,0.8862511000000001,0.7717208999999999,0.8636256999999999,0.8401405000000001,0.8419752,0.9176761,0.9107257,0.922646,0.8914732,0.8159541,0.8843946
1632,cg01615080,0.548593,0.04810172,0.06245265,0.13226949999999998,0.6817085,0.09383486,0.070586,0.06552283,0.07577710000000001,0.06219923,0.07331541
1633,cg01615704,0.0,0.01984392,0.111148,0.5897543000000001,0.009608996,0.09724648,0.02174615,0.01609197,0.01329624,0.01037501,0.006465684
1634,cg01617750,0.6262342,0.28929040000000006,0.5476508000000001,0.3530973,0.2302895,0.5374190999999999,0.48506170000000004,0.5272969,0.4672683,0.2564284,0.2700284
1635,cg01618083,0.01387145,0.01766222,0.00762196,0.004372837,0.01413745,0.000156594,0.01128607,0.01375309,0.01308139,0.02063612,0.0018937160000000001
1636,cg01618304,0.04070641,0.0,0.0,0.02512971,0.02142169,0.0,0.002495186,0.005805074,0.007310055,0.01060033,0.0
1637,cg01618660,0.8771104999999999,0.8838332,0.9370586,0.9047315999999999,0.9302389999999999,0.953506,0.9377658000000001,0.9451466999999999,0.9408778,0.9485718000000001,0.9607138000000001
1638,cg01618851,0.23890279999999997,0.6306269,0.5854874,0.6256225999999999,0.1391046,0.5926751,0.6095299,0.4725318,0.5993268,0.47511440000000005,0.4375726
1639,cg01620308,0.0,0.05303675,0.02653235,0.04633658,0.01683643,0.01029792,0.03743403,0.02699179,0.04345136,0.01898668,0.000192162
1640,cg01620569,0.07542621,0.061443399999999995,0.002258415,0.06598373,0.04072398,0.03691592,0.06222973,0.04157398,0.05798068,0.007639567,0.01213029
1641,cg01620785,0.2507517,0.448829,0.5190319,0.570217,0.348098,0.3961208,0.666213,0.4458388,0.676601,0.5568719,0.44316009999999995
1642,cg01623187,0.564723,0.48147829999999997,0.6060606,0.656626,0.6420775,0.665048,0.6738417,0.6964186,0.7459113,0.631236,0.6014295999999999
1643,cg01623438,0.7278996999999999,0.6147178000000001,0.5939287,0.5437076999999999,0.5288901,0.6577948,0.5833765000000001,0.7113936,0.5935225000000001,0.513925,0.5374554
1644,cg01625242,0.1872739,0.2670205,0.3085815,0.23732240000000002,0.1611089,0.29163140000000004,0.3625719,0.3821252,0.3278507,0.2116487,0.23665540000000002
1645,cg01626197,0.01850736,0.01697526,0.009314867,0.00526596,0.008887578,0.005714036,0.0,0.007688439,0.007432209,0.002631949,0.002437231
1646,cg01626227,0.37931929999999997,0.6631477,0.8233598,0.3563638,0.04103304,0.8430725,0.38958899999999996,0.06516603,0.07443104,0.38159299999999996,0.3633304
1647,cg01628253,0.01112402,0.03466278,0.01783157,0.02146085,0.01732132,0.0,0.0182972,0.01243791,0.006859704,0.01733991,0.007595736999999999
1648,cg01628803,0.24955820000000004,0.5027722,0.3861656,0.5955560999999999,0.2729552,0.4559138,0.5804246,0.4573920999999999,0.5940403000000001,0.40006479999999994,0.41759529999999995
1649,cg01630869,0.0,0.001567964,0.01117199,0.02069888,0.01076208,0.005292727,0.009457732,0.0101809,0.00548734,0.0055801919999999994,0.003439798
1650,cg01632517,0.529121,0.4478112,0.7492666,0.7028015000000001,0.7932132,0.8163861,0.8476079,0.8643384,0.8386259,0.7535236,0.7736132
1651,cg01632825,0.0021952720000000003,0.006333713,0.02103746,0.02162926,0.02949423,0.01987357,0.04613013,0.045413300000000004,0.03659027,0.01651437,0.00165787
1652,cg01634119,0.02445126,0.02818659,0.0,0.008072362,0.04304363,0.02510318,0.03571532,0.0245918,0.03824368,0.02317441,0.006592475
1653,cg01635061,0.05621946,0.08968167,0.02013585,0.0,0.01351101,0.03066307,0.06325109,0.04472974,0.04415273,0.04592216,0.02861349
1654,cg01636591,0.84329,0.7745973,0.8297131999999999,0.8509194999999999,0.8825653,0.8087970999999999,0.8788183,0.757143,0.873949,0.8435132,0.8416743
1655,cg01637734,0.6455103,0.5666305,0.6631720999999999,0.6610005999999999,0.7946270999999999,0.680325,0.7894755,0.7987034000000001,0.794792,0.7143329,0.7508161999999999
1656,cg01638025,0.0,0.0105882,0.008877589,0.003145563,0.01764039,0.006309233000000001,0.03381836,0.02044759,0.01209229,0.0047212140000000005,0.008115484000000001
1657,cg01638735,0.0,0.01297851,0.02238506,0.04810989,0.014177100000000002,0.005921231,0.0,0.002197148,0.0,0.0,0.0
1658,cg01639034,0.0,0.0118805,0.0,0.02364231,0.01293078,0.01858364,0.01037618,0.01099354,0.01503691,0.003616892,0.01329553
1659,cg01639256,0.9078071,0.8735734,0.9017301999999999,0.9099729999999999,0.9092823,0.9008688,0.8876255999999999,0.9074814,0.9045308000000001,0.8772193000000001,0.8625485999999999
1660,cg01643284,0.01011113,0.007883722,0.005648394,0.009057168,0.0,0.0075736580000000005,0.01339869,0.01205253,0.01057316,0.01016041,0.0132082
1661,cg01643580,0.04223878,0.07269384,0.08267734,0.08380426,0.01521946,0.07569642,0.1033596,0.06881939,0.101377,0.1332501,0.07065219
1662,cg01643624,0.7692434,0.7462054,0.758193,0.7561829999999999,0.6779523000000001,0.7136151,0.7337765,0.7951047,0.7355119999999999,0.6694091999999999,0.7101544
1663,cg01644850,0.008983748,0.04391551,0.00891973,0.02661001,0.03875527,0.01680104,0.04095279,0.02589518,0.02484453,0.03128032,0.02045815
1664,cg01646665,0.13782809999999998,0.1567392,0.3180562,0.1788909,0.11014160000000002,0.28340859999999995,0.3575012,0.27958449999999996,0.34567950000000003,0.33771609999999996,0.2947427
1665,cg01651364,0.0173875,0.0,0.0,0.0,0.0,0.00130502,0.001632798,0.008613542,0.006098871999999999,0.0,0.0
1666,cg01651593,0.0044279340000000006,0.005971127,0.0296522,0.0,0.02366062,0.0,0.006246613000000001,0.006786994,0.01054828,0.009021734,0.01452408
1667,cg01651821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,cg01653110,0.01175702,0.01941873,0.02533803,0.03672725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,cg01653445,0.01701578,0.0252617,0.02085617,0.02042836,0.01931988,0.01708466,0.03434199,0.02848427,0.03643858,0.02246648,0.01396407
1670,cg01654582,0.0,0.03011759,0.01380138,0.01811108,0.01486367,0.01781905,0.02438956,0.022468400000000003,0.0236666,0.01528508,0.007394981
1671,cg01655123,0.0,0.002031085,0.01481765,0.007556301999999999,0.001111104,0.01012342,0.0034700720000000003,0.009863538,0.003330785,0.000725706,0.008555739
1672,cg01655341,0.0,0.05531287,0.0,0.06405634,0.05718903,0.002937055,0.004434829,0.01074781,0.004754602,0.0,0.0
1673,cg01655355,0.08672824,0.2355612,0.33115490000000003,0.1998017,0.05323143,0.3034493,0.2453827,0.24633870000000002,0.2414633,0.1509887,0.1154844
1674,cg01656216,0.31384609999999996,0.1857956,0.5559755,0.5087914000000001,0.7183313,0.5871812,0.637662,0.6740031,0.7763784,0.5438718000000001,0.5683733
1675,cg01656470,0.9007306999999999,0.7945101,0.8979855,0.9259746999999999,0.9029375,0.8945028,0.7813996999999999,0.6594601999999999,0.6837159,0.8772441999999999,0.9100940000000001
1676,cg01656750,0.6202926999999999,0.5329983,0.6012645000000001,0.6646635999999999,0.8205483,0.6777016,0.7601201,0.8041394000000001,0.7753432,0.7512135999999999,0.7497471
1677,cg01656853,0.07819849,0.04949842,0.06987359,0.07471661,0.08341701,0.07800694,0.09423494,0.24363850000000004,0.09185348,0.09871744,0.09228027
1678,cg01656955,0.05062747,0.1155941,0.07457025,0.12731289999999998,0.07651752,0.08979146,0.1527432,0.10928980000000002,0.16191789999999998,0.07828133,0.07828823
1679,cg01657207,0.0,0.0,0.09072794,0.04138919,0.07014566,0.0,0.0,0.02422484,0.009375274,0.0,0.0
1680,cg01657380,0.8157911,0.7782806,0.8173389,0.8178663,0.8297957,0.8049341,0.7946240999999999,0.8703052,0.8307787,0.7382674,0.7640876999999999
1681,cg01657408,0.03445863,0.07655986,0.0874247,0.10899400000000001,0.03504186,0.1100903,0.09380867,0.1035901,0.1227201,0.05884795,0.06502419
1682,cg01657694,0.0,0.01094721,0.0009814589999999998,0.01581791,0.0,0.000994939,0.01932356,0.00733305,0.0037418359999999997,0.0035692959999999996,0.0
1683,cg01658815,0.5087020000000001,0.5004522,0.6699908,0.6246071,0.718959,0.7195246999999999,0.7374219,0.5668423,0.7971608,0.7139845,0.724063
1684,cg01661993,0.06079276,0.05465347,0.08617265,0.04687368,0.09281038,0.05677679,0.08988704,0.07959217,0.07209817,0.09366516,0.1234508
1685,cg01662650,0.9020328000000001,0.5825899,0.8823071,0.843979,0.9458805,0.8914163,0.8873538000000001,0.8018064,0.9119761000000001,0.867642,0.9435591999999998
1686,cg01663295,0.09276116,0.17517760000000002,0.2211402,0.207229,0.07607193,0.1804736,0.2625548,0.24188629999999997,0.2933087,0.2103515,0.19934100000000002
1687,cg01663469,0.03101827,0.0247367,0.01169159,0.001239588,0.02559085,0.000165957,0.009227647,0.01578402,0.01098967,0.01601027,0.02098475
1688,cg01663570,0.02297223,0.001987779,0.01308436,0.02900524,0.01257573,0.00655462,0.01441056,0.02167444,0.02220154,0.02547104,0.02296372
1689,cg01663968,0.0,0.01938596,0.01536699,0.10334449999999999,0.008534526,0.02776768,0.03253183,0.08347923,0.02476474,0.05389459,0.01711982
1690,cg01664666,0.003433935,0.03456317,0.01748518,0.01131199,0.01231282,0.008661458,0.01384893,0.01237292,0.01248561,0.01399494,0.004373213
1691,cg01665633,0.004995063,0.04907057,0.02266249,0.03148881,0.008172631999999999,0.005054129,0.009836754,0.01758515,0.01790638,0.004723039,0.0
1692,cg01667384,0.007987806,0.08698249,0.05045735,0.1346521,0.02390499,0.09308756,0.1435173,0.208385,0.1789105,0.07049332,0.07115456
1693,cg01667702,0.09467966,0.3470533,0.2234899,0.4647599,0.01441793,0.1327701,0.5186213,0.3138295,0.5936451,0.3346301,0.12231660000000001
1694,cg01668126,0.7620329,0.7466385,0.8001924,0.8652515,0.8450877,0.7652743000000001,0.9072733000000001,0.9020011,0.9130408000000001,0.7808189,0.8709363000000001
1695,cg01668383,0.6536128999999999,0.6401653,0.6791902,0.7332614000000001,0.7114321,0.7200687,0.7178979999999999,0.762046,0.6960049,0.5926118,0.6805524000000001
1696,cg01668465,0.0,0.15957520000000003,0.06363802,0.0,0.03519464,0.0,0.003671699,0.003778904,0.01842771,0.0643423,0.0
1697,cg01669948,0.8265671,0.8669454,0.8329810999999999,0.8462663,0.8642194,0.8287496999999999,0.8448028000000001,0.852215,0.811645,0.8139013,0.828362
1698,cg01671575,0.8237781999999999,0.8930681999999999,0.9256134,0.8632011,0.9134375,0.9136018,0.9177485999999999,0.9374644,0.928367,0.9012273999999999,0.8743346
1699,cg01671881,0.554053,0.7166051999999999,0.720383,0.7937810000000001,0.7223634,0.8108966,0.8220853000000001,0.7137711999999999,0.8595351000000001,0.7736381999999999,0.8024384
1700,cg01673583,0.9722337999999999,0.9078707,0.9634290999999999,0.9459751000000001,0.9761392,0.9713040999999999,0.9629771,0.9687408000000002,0.9705103,0.9530851999999999,0.957626
1701,cg01675895,0.5769911,0.6088342,0.3302922,0.747501,0.5819255,0.6452885,0.8914601000000001,0.9325466999999998,0.8425954999999999,0.7536010999999999,0.7661285
1702,cg01677098,0.0182728,0.02211393,0.004885984,0.0019196870000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,cg01677177,0.0226884,0.05751103,0.04572223,0.07213067,0.05794697,0.03452399,0.03847872,0.04872867,0.05374428,0.03522843,0.03924829
1704,cg01678091,0.6095284000000001,0.5014006,0.5142916000000001,0.537572,0.48581709999999995,0.5461338000000001,0.4984222,0.6100171,0.5159557,0.3433593,0.31303509999999996
1705,cg01678321,0.6301956999999999,0.2963857,0.5213701,0.5636451,0.6226621999999999,0.7257371,0.7254753,0.7865932,0.7745988,0.7075256,0.6076063
1706,cg01678893,0.01504931,0.03011321,0.01909055,0.01984159,0.02482475,0.02122737,0.03727582,0.03435298,0.03903832,0.04169988,0.03204909
1707,cg01679262,0.1850634,0.3473928,0.4385981,0.4603032,0.4114604,0.34754009999999996,0.5203763,0.4107813,0.6341569,0.4558876,0.45104700000000003
1708,cg01680762,0.6400557,0.275393,0.333667,0.3530469,0.3315893,0.3696178,0.42022259999999995,0.3275745,0.4139998,0.1954296,0.2362208
1709,cg01680823,0.7107489,0.7380413,0.6505187,0.6458518,0.684193,0.6666543,0.712882,0.7386210999999999,0.7165973000000001,0.6197088000000001,0.6643589
1710,cg01683883,0.8951775,0.2823134,0.811894,0.479257,0.2430382,0.8198034,0.4121964,0.36354699999999995,0.3698794,0.5249748000000001,0.5663767
1711,cg01684579,0.5260054,0.5469093,0.6244475,0.6493423,0.620259,0.7081988,0.7795469,0.7374609000000001,0.7830484000000001,0.6173823,0.6428156999999999
1712,cg01684901,0.7994220000000001,0.6151045999999999,0.6573932,0.7029261,0.7142764,0.8089439,0.7695769,0.7864529,0.7871732,0.6692075,0.6692189000000001
1713,cg01685739,0.02699205,0.02843892,0.009914800999999999,0.03926855,0.03905984,0.002618907,0.006758489,0.01038685,0.01136158,0.00877001,0.0
1714,cg01687051,0.02881161,0.02770933,0.02133837,0.03499716,0.02576951,0.04506339,0.01578843,0.01744762,0.01606828,0.009628728000000001,0.0033709770000000003
1715,cg01687711,0.03537123,0.06255943,0.03551605,0.09246148,0.03309655,0.04169738,0.06922626,0.05233722,0.06708543,0.05614644,0.04861295
1716,cg01692572,0.0482256,0.04840438,0.04632576,0.04481679,0.03325953,0.04069377,0.05589628,0.06573636,0.08253603,0.04438077,0.05345282
1717,cg01692815,0.12495719999999999,0.01890077,0.03705354,0.04201195,0.00760015,0.008031078,0.04825001,0.09212741,0.03990878,0.01071039,0.01098291
1718,cg01693108,0.0,0.0,0.0,0.01077479,0.01469654,0.009251431999999999,0.00307085,0.00639444,0.00494669,0.00411006,0.004866906
1719,cg01693157,0.0,0.03096602,0.006723823,0.009563575999999999,0.01004142,0.01040607,0.01683472,0.02554735,0.02331413,0.01626477,0.008620721
1720,cg01693350,0.1577144,0.01951572,0.03255657,0.01990145,0.02608349,0.02704022,0.05198568,0.19171359999999998,0.05444572,0.04499497,0.0234796
1721,cg01697732,0.02175489,0.03482028,0.003038548,0.04736297,0.005335773,0.03841991,0.02889346,0.01621857,0.05587396,0.03356229,0.0120454
1722,cg01697865,0.768158,0.7241955,0.700986,0.7600571,0.7855659,0.6928489000000001,0.7469664,0.6697284,0.7638984000000001,0.655065,0.6694774
1723,cg01699584,0.0024596920000000003,0.01973299,0.01676263,0.01520864,0.01315105,0.0,0.02022496,0.01017061,0.008528184,0.01210681,0.002790072
1724,cg01703884,0.7846272,0.6860919,0.7750828000000001,0.8123184,0.8732110999999999,0.8455486999999999,0.8433896000000001,0.8442071,0.8622113000000001,0.8089799,0.8043611999999999
1725,cg01704534,0.02575479,0.3930884,0.3366176,0.3892561,0.02162975,0.4418903,0.42866229999999994,0.2859802,0.3929767,0.39124990000000004,0.17951270000000003
1726,cg01705458,0.01147509,0.01672581,0.00647696,0.01218879,0.04290424,0.03316803,0.02577058,0.02939245,0.02302744,0.01786571,0.01907919
1727,cg01705587,0.0,0.004857091,0.0031558690000000004,0.01091241,0.008134938000000001,0.0,0.007925593,0.005298618000000001,0.01096219,0.02217443,0.01806475
1728,cg01708236,0.01335953,0.06776666,0.04400136,0.1322431,0.005538196,0.06406315,0.08800089,0.08273777,0.07722013,0.07544813,0.04923509
1729,cg01708964,0.9274273999999999,0.8536326999999999,0.8765439,0.8989218000000001,0.9277995000000001,0.8805279,0.8477079,0.8730296000000001,0.8379055000000001,0.802333,0.8316321
1730,cg01712016,0.0,0.0,0.00499723,0.02858145,0.01781802,0.008851096,0.0,0.004953065,0.00312322,0.0006874260000000001,0.003418972
1731,cg01713938,0.6427538,0.5511148,0.7009057,0.7741777,0.7450408000000001,0.6324607,0.7895538000000001,0.8746229,0.8113166,0.5968816,0.5734222
1732,cg01714513,0.8370472,0.6758046999999999,0.7563925,0.7960681,0.7946045,0.7716843000000001,0.7453599,0.7928948,0.7578975,0.7447869,0.7372249
1733,cg01714932,0.7254086999999999,0.5414071999999999,0.5842224,0.6193612,0.7764222,0.6824158,0.7808055,0.8146189,0.8046044,0.673783,0.6763
1734,cg01716061,0.03516758,0.09029488,0.08696569999999999,0.100091,0.04775489,0.04973058,0.07108353,0.06107678,0.07211269,0.03794016,0.05453312
1735,cg01716083,0.03418642,0.01801122,0.0,0.0,0.006056304,0.0,0.0,0.002027194,0.005221481,0.002456833,0.0
1736,cg01717150,0.0,0.02129553,0.004278465,0.008792332,0.02897963,0.01856737,0.02518063,0.01770624,0.03053337,0.04516135,0.02707886
1737,cg01717706,0.01159866,0.02027207,0.008235318,0.02474078,0.04552445,0.01421842,0.029900599999999996,0.03779709,0.03974884,0.04452383,0.02328496
1738,cg01718139,0.8180943,0.777014,0.7368099,0.7253026,0.8207161000000001,0.6943769000000001,0.8036608000000001,0.847643,0.8297466999999998,0.7720869,0.7734401999999999
1739,cg01718365,0.29082870000000005,0.1511462,0.1222098,0.1107875,0.1532162,0.1514531,0.1487375,0.1548793,0.10976680000000001,0.04771813,0.08932591
1740,cg01718602,0.46073450000000005,0.09564049,0.426649,0.09027918,0.0461047,0.46049179999999995,0.44577970000000006,0.4701872,0.47226369999999995,0.359331,0.39342209999999994
1741,cg01720228,0.6278316999999999,0.46611800000000003,0.6239541000000001,0.5919694000000001,0.6976328,0.5585293,0.6845215,0.5817356,0.5919220000000001,0.5242268,0.5125677
1742,cg01720520,0.4986499,0.3088424,0.2874932,0.2741244,0.27714809999999995,0.23945,0.3758627,0.3768876,0.3308969,0.2834284,0.3058141
1743,cg01722450,0.8259356,0.5588747,0.828702,0.8828451999999999,0.8412052,0.7947821999999999,0.8994493,0.9269164000000001,0.8933402,0.7955621,0.7461300000000001
1744,cg01722994,0.0,0.0,0.003136415,0.001834315,0.01893595,0.01093341,0.01573056,0.02145959,0.01953387,0.01470554,0.006240295999999999
1745,cg01723464,0.005364341,0.01967382,0.01134565,0.01818265,0.01591777,0.014608100000000002,0.01353621,0.01674805,0.01891501,0.008544139000000001,0.008245609000000001
1746,cg01723747,0.01347533,0.06295907,0.0,0.1288424,0.032012599999999995,0.0,0.0,0.0,0.0,0.0,0.0
1747,cg01724150,0.2393486,0.24959499999999998,0.2595232,0.45385820000000004,0.1964421,0.31897359999999997,0.3783869,0.3246045,0.3513074,0.1925711,0.2114431
1748,cg01725199,0.006176168,0.02843501,0.008403478,0.003411702,0.01907617,0.0,0.0,0.0,0.0,0.001200829,0.0
1749,cg01726767,0.733006,0.5546105,0.6810018,0.7123994,0.7469549,0.6462649,0.7640483,0.775243,0.7939219,0.7035873,0.7131849
1750,cg01726775,0.10840430000000001,0.3130245,0.1455629,0.183816,0.05423743,0.1472466,0.30667459999999996,0.30623590000000006,0.3372599,0.07466009,0.1294812
1751,cg01727899,0.377947,0.2930711,0.24809339999999996,0.5548674,0.4796313,0.405,0.5493416999999999,0.6209418000000001,0.5465079,0.31044720000000003,0.2910193
1752,cg01729862,0.1020419,0.1875825,0.2158765,0.24925540000000002,0.0509609,0.20243339999999999,0.2163536,0.1751333,0.2742251,0.1228474,0.08830913
1753,cg01731341,0.9337622999999999,0.8776086999999999,0.8852545,0.9361064,0.9253744,0.8854276,0.9150239,0.8923528000000001,0.9118248,0.8385011999999998,0.8753465
1754,cg01731685,0.38862129999999995,0.3508824,0.4489066,0.4186305,0.4296822,0.35188709999999995,0.44064390000000003,0.3620363,0.46944430000000004,0.371446,0.39668459999999994
1755,cg01732037,0.6034864000000001,0.5377400999999999,0.7559904000000001,0.7184235,0.8315655000000001,0.7912455,0.7791728,0.8168443,0.8077344,0.7817295,0.7790736999999999
1756,cg01733599,0.7345056999999999,0.7572659,0.7752569,0.8165945,0.8123196,0.7959411999999999,0.8599761,0.8611055000000001,0.8495436,0.8056781999999999,0.8355321
1757,cg01733783,0.02553191,0.01344979,0.0,0.03269006,0.02535979,0.01161912,0.01881142,0.02251281,0.01647102,0.02268075,0.01309849
1758,cg01734338,0.8393364999999999,0.7340356,0.7762687,0.7664763000000001,0.720979,0.8127061,0.6695732,0.7328346,0.7303871,0.6189693000000001,0.6343565999999999
1759,cg01735903,0.04342635,0.03748431,0.04181933,0.03828949,0.0420652,0.0453733,0.08686674,0.06345844,0.07092769,0.1019827,0.1191404
1760,cg01737507,0.0,0.0,0.01190769,0.0117415,0.0,0.006574010999999999,0.0,0.0,0.0,0.0,0.0
1761,cg01737532,0.2776228,0.6883045,0.6495396999999999,0.5424743000000001,0.4500593,0.6042116999999999,0.6438026,0.6184602,0.6393198,0.6105328000000001,0.5745481
1762,cg01738359,0.01489121,0.06367355,0.06887016,0.07400307,0.02784485,0.06069998,0.1133739,0.08601042,0.1181907,0.05138208,0.03459198
1763,cg01738944,0.013980600000000001,0.0,0.0,0.02274877,0.02236088,0.002826825,0.0,0.003036234,0.0,0.0,0.0
1764,cg01739167,0.7940510999999999,0.70521,0.7248778,0.7579245,0.7553057,0.7334581,0.709968,0.7487508,0.7362522,0.7531058,0.7556679000000001
1765,cg01739965,0.00182072,0.01295755,0.02026552,0.03246334,0.02681846,0.02278956,0.04128258,0.02334008,0.02009463,0.02269145,0.0279007
1766,cg01743008,0.6229138000000001,0.7587048000000001,0.708805,0.8010818000000001,0.7871323,0.7398772,0.7068583,0.7662164,0.7322662,0.6330359,0.6336021
1767,cg01743370,0.0,0.03051504,0.0032564259999999998,0.02138091,0.0008138660000000001,0.0,0.21454520000000002,0.01012135,0.008722169,0.0,0.0
1768,cg01745448,0.09386344,0.2015485,0.1554902,0.1958114,0.05715396,0.1706832,0.24182199999999998,0.2227054,0.2658013,0.2006072,0.13450770000000004
1769,cg01745510,0.02829887,0.03438201,0.025631,0.02564055,0.03893963,0.01358077,0.03592943,0.04357862,0.03455494,0.03557828,0.03143056
1770,cg01745657,0.3774186,0.2526415,0.2528253,0.24434250000000002,0.2451788,0.1895609,0.05533238,0.04510467,0.06071022,0.1116212,0.1214843
1771,cg01746088,0.0,0.006767062,0.01198541,0.01383461,0.02020144,0.001189754,0.008848846,0.01896018,0.01974468,0.008699555999999999,0.005328556999999999
1772,cg01747191,0.4506451,0.6962060999999999,0.7606536,0.7503854999999999,0.8162339,0.7633314,0.9005386000000001,0.8742304,0.8858108,0.7489608,0.7905741
1773,cg01747665,0.7908384,0.8163528,0.80779,0.8044201999999999,0.7866491999999999,0.8586259,0.7752003000000001,0.7758674,0.7768909,0.7482116999999999,0.7711872
1774,cg01753375,0.11025039999999998,0.1253981,0.15477249999999998,0.1600583,0.07579913,0.1364378,0.1874308,0.14860299999999999,0.1608292,0.1887135,0.1690134
1775,cg01753595,0.0,0.02187072,0.0069341030000000005,0.023104,0.0,0.0,0.01536057,0.02245767,0.02226575,0.02508341,0.02056603
1776,cg01753906,0.6213696999999999,0.4610867,0.5857031,0.7375634,0.6334236,0.5926776,0.5705485,0.5690732,0.5629041,0.5291342,0.5412585999999999
1777,cg01755369,0.0,0.008513506,0.004129361,0.0,0.01058664,0.0,0.01628851,0.01278692,0.0150991,0.006478050999999999,0.002189211
1778,cg01756060,0.01293585,0.009746575,0.0,0.01076342,0.01136123,0.0,0.00290961,0.007532776999999999,0.005065522,0.01210115,0.000741078
1779,cg01757745,0.23252620000000002,0.3892232,0.46184620000000004,0.4597564,0.142241,0.41629340000000004,0.4180143,0.3381903,0.4407277,0.2677863,0.1783069
1780,cg01758870,0.9624017,0.5261316,0.3533598,0.5409176,0.6464555000000001,0.45724790000000004,0.4912527,0.4714366,0.49836369999999997,0.5159981,0.5189843
1781,cg01761409,0.0049661259999999995,0.002490498,0.02120898,0.02532399,0.006151006,0.01083501,0.005796885,0.008876545999999999,0.01107278,0.01539876,0.005033706
1782,cg01762581,0.1249348,0.16594520000000001,0.1592036,0.352414,0.1234751,0.14000079999999998,0.2447157,0.26931740000000004,0.280125,0.4226612,0.3155783
1783,cg01765461,0.006286681999999999,0.009138325,0.01095402,0.006087624,0.01257489,0.005477364,0.01105077,0.01659102,0.007910172,0.00465054,0.00509773
1784,cg01765473,0.000130876,0.02104785,0.01869063,0.01882161,0.01431224,0.000967326,0.004809217,0.005600718,0.003661557,0.002939865,0.008287306999999999
1785,cg01765641,0.9248403000000001,0.6947601,0.8526507999999999,0.8055574000000001,0.9177280999999999,0.8077444,0.900166,0.9414478999999999,0.8951005999999999,0.8539766,0.9022061
1786,cg01767116,0.6963001999999999,0.6361378000000001,0.6701427,0.7661539,0.6736608000000001,0.6956858,0.6985624,0.6201541,0.7135471,0.656091,0.6662091
1787,cg01769037,0.06469938,0.02775951,0.0,0.000293456,0.01882854,0.0,0.0,0.0,0.0,0.0,0.0
1788,cg01770232,0.02233805,0.05106608,0.05881737,0.1462047,0.04342776,0.05207514,0.08037256,0.09599598,0.09994837,0.02840753,0.01518203
1789,cg01770400,0.9231775,0.9247475000000001,0.9105851999999999,0.9313281999999999,0.9288933000000001,0.9069957000000001,0.9116257999999999,0.9111832000000001,0.9106923000000001,0.9086950999999999,0.8911885
1790,cg01772980,0.6065257,0.7926017,0.8189346,0.8815591,0.6114647,0.8817043999999999,0.8357525,0.6573505000000001,0.8621179,0.8151006,0.7719045999999999
1791,cg01773061,0.01915185,0.0362144,0.04193414,0.01666055,0.0,0.0333418,0.01383602,0.02109401,0.03051536,0.02285952,0.002658047
